,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
102,1360,278,295,solanum tuberosum,255,262,saposin,,The present study on the saposin-like domain of Solanum tuberosum aspartic protease revealed that acidification from inactive to active conditions causes dimerisation and a strand-to-helix secondary structure transition independent of bilayer interaction.,foodb_scientific,0,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
103,1379,190,195,panax,208,220,ginsenosides,,Panax ginseng and ginsenosides have promising properties in preventing skin aging.,foodb_scientific,0,panax,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
104,1425,396,414,portulaca oleracea,259,267,dopamine-betaxanthin,CIDs00000681,"In this work, dopamine-betaxanthin (also known as miraxanthin V) is reported as the pigment responsible for the bright coloration in yellow flowers of Portulaca oleracea (common purslane).",foodb_scientific,1,portulaca oleracea,46147.0,20422.0,Purslane,Herbs and Spices,Herbs,FOOD00142
105,1496,622,644,anacardium occidentale,582,596,anacardic acid,CIDs00167551,"This activity was superior to that of the most potent antibacterial anacardic acid isolated from the cashew Anacardium occidentale (Anacardiaceae), apple and nut, that is, the 6-[8'(Z),11'(Z),14'-pentadecatrienyl]salicylic acid.",foodb_scientific,1,anacardium occidentale,171929.0,28793.0,Cashew_nut,Nuts,Nuts,FOOD00011
106,1522,92,110,salvia officinalis,6,26,abietane diterpenoid,,"A new abietane diterpenoid, 12-O-methyl carnosol (2), was isolated from the leaves of sage (Salvia officinalis L.), together with 11 abietane diterpenoids, 3 apianane terpenoids, 1 anthraquinone, and 8 flavonoids.",foodb_scientific,1,salvia officinalis,38868.0,32729.0,Common_sage,Herbs and Spices,Herbs,FOOD00165
107,13,1513,1517,salt,1330,1334,DCPD,CIDs15618652,"The concrete composites with sulfur-organic copolymers containing DCPD, SDS, SDF, fly ash, and phosphogypsum were mechanically resistant to compression and stretching, had low water absorbance, and were resistant to factors, such as temperature and salt.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
108,4312,561,565,salt,615,623,fentanyl,,"Surprisingly, in addition to the salt-bridge binding mode common to morphinan opiates, fentanyl can move deeper and form a stable hydrogen bond with the conserved His297",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
109,4616,107,111,salt,241,256,calcium lactate,,"Salt tolerance of the starter culture and the salt-to-moisture ratio (S:M) in cheese dictate the final pH of cheese, which influences calcium lactate crystal (CLC) formation.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
110,5790,335,339,salt,287,290,PEG,,"However, PEG is almost always used in combination with a salt at either low or relatively high concentrations.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
111,6109,307,311,salt,281,311,4-carboxyphenyl diazonium salt,,The electrode was first derivatized by electrochemical reduction of in situ generated 4-carboxyphenyl diazonium salt (4-CPDS) in acidic aqueous solution yielded stable 4-carboxyphenyl (4-CP) monolayer.,butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
112,6974,168,172,salt,80,87,glucose,,"Although dietary fiber, psyllium seed husk (psyllium), is known to reduce blood glucose and lipid levels, the effect of psyllium on blood pressure elevation induced by salt ingestion has not been tested in human and rats.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
113,7064,0,4,salt,6,10,NaCl,,Salt (NaCl) is a common physiological stressor of plants.,butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
114,7544,135,139,salt,0,6,Iodine,,Iodine deficiency disorders (IDD) in sub-Saharan African countries are related to low dietary I intake and generally combatted through salt iodisation.,butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
115,810,502,506,salt,511,522,acetic acid,CIDs00000175,"Compared to oil and sour cream, vinegar brine contributed to increased concentrations of salt and acetic acid, hardness, color brightness of marinades meat and to increased microbial contamination of meat.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
116,822,1799,1803,salt,1778,1782,iron,CIDs00023925,"We suggest that there is a strong selective pressure at the surface of cheese for strains with efficient iron acquisition and salt-tolerance systems together with abilities to catabolize substrates such as lactic acid, lipids and amino acids.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
117,619,21,25,salt,14,19,sugar,,"Diets rich in sugar, salt, and fat alter taste perception and food preference, contributing to obesity and metabolic disorders, but the molecular mechanisms through which this occurs are unknown.",butter|foodb_non_scientific,0,salt,,,Salt,Baking goods,Seasonings,FOOD00647
118,339,216,222,coffee,225,237,theophylline,CIDs00002153,"Purine alkaloids, including caffeine (coffee), theophylline (antiasthma drug), theobromine (chocolate), and other methylxanthines, play a significant role in pharmacology and food chemistry.",butter|foodb_non_scientific,0,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
119,984,309,315,coffee,255,265,acrylamide,,"The major sources of dietary acrylamide are potato products, processed cereals and coffee.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
120,1335,72,78,coffee,0,12,Trigonelline,,"Trigonelline (1-methylpyridinium-3-carboxylate), an alkaloid present in coffee and fenugreek seed, has been reported to exhibit phytoestrogenic activity.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
121,1643,5,11,coffee,52,63,polyphenols,,"Tea, coffee and fruit in dairy products are rich in polyphenols.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
122,1670,175,181,coffee,0,11,Polyphenols,,"Polyphenols, including flavonoids, phenolic acids, proanthocyanidins and resveratrol, are a large and heterogeneous group of phytochemicals in plant-based foods, such as tea, coffee, wine, cocoa, cereal grains, soy, fruits and berries.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
123,3358,11,17,coffee,75,86,polyphenols,,"Green tea, coffee, and gomchui (Ligularia fischeri) tea, which are rich in polyphenols, may exhibit antiobesity effects by inhibiting pancreatic lipase.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
124,3571,0,6,coffee,53,61,caffeine,,"Coffee, a rich source of natural products, including caffeine, chlorogenic acid, and diterpenoid alcohols, has been part of the human diet since the 15th century.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
125,3990,465,471,coffee,235,245,Acrylamide,,"Acrylamide is a chemical product formed when frying, roasting, grilling or baking carbohydrate-rich foods at temperatures above 120 degrees C. Acrylamide is thus found in a number of foods, such as bread, crisps, French fries and coffee.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
126,4073,0,6,coffee,39,45,carbon,,Coffee was characterized by proton and carbon nuclear magnetic resonance (NMR) spectroscopy.,butter|foodb_non_scientific,0,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
127,4075,224,230,coffee,91,99,Caffeine,,"Caffeine, theophylline and theobromine are the most well-known members of this family of compounds; they are present, inter alia, in coffee, tea, cacao, yerba mate and cola drinks.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
128,4466,48,54,coffee,0,10,Troxerutin,,"Troxerutin (TRX) is a flavonoid present in tea, coffee, cereal grains, various fruits and vegetables have been reported to exhibit radioprotective, antithrombotic, nephro and hepato-protective effects.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
129,5987,0,6,coffee,94,110,chlorogenic acid,,"Coffee and willow are known as valuable sources of biologically active phytochemicals such as chlorogenic acid, caffeine, and salicin.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
130,6260,212,218,coffee,124,133,Xanthines,,"Xanthines in various forms (caffeine, theophylline, theobromine, etc) are abode in tea, coffee, cocoa, chocolate etc.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
131,6401,275,281,coffee,128,136,Phenolic compounds,,"Phenolic compounds are abundant in foods and beverages (fresh and processed fruits and vegetables, leguminous plants, cereals, herbs, spices, tea, coffee, wine, beer) and their pleiotropic biological activities result in numerous health beneficial effects.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
132,6722,123,129,coffee,12,30,xanthines caffeine,,"The natural xanthines caffeine, theobromine, and theophylline are of major commercial importance as flavor constituents in coffee, cocoa, tea, and a number of other beverages.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
133,6977,323,329,coffee,459,468,Melatonin,,"Both melatonin and 5-HT were detected in green coffee beans (5.8±0.8μg/g dry weight (DW), 10.5±0.6μg/g DW) and also in roasted beans of C. canephora (8.0±0.9μg/g DW, 7.3±0.5μg/g DW).",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
134,7679,0,6,coffee,69,77,caffeine,,"Coffee is a stimulant, psychoactive, popular daily beverage, and its caffeine affects human physiological health and behavior.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
135,7973,100,106,coffee,75,87,caffeic acid,,"Previously, we found that caffeic acid, present in coffee, fruits, and vegetables, strongly inhibited human homologs of organic anion transporters (OATs) OAT1 and OAT3, which are responsible for renal tubular secretion of anionic drugs.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
136,773,134,140,coffee,0,8,Caffeine,CIDs00002519,"Caffeine is a central nervous system stimulant that is consumed by large numbers of people on a routine basis, usually in the form of coffee or tea.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
137,50,40,46,coffee,5,16,polyphenols,,"Food polyphenols in fruits juices, tea, coffee, wine and beer confer sensory properties such as colour, astringency and bitterness.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
138,686,27,33,coffee,75,92,chlorogenic acids,,"Of all plant constituents, coffee has one of the highest concentrations of chlorogenic acids.",butter|foodb_non_scientific,1,coffee,13442.0,35189.0,Coffee,Coffee and coffee products,Coffee,FOOD00058
139,1000,86,92,wasabi,0,38,6-(Methylsulfinyl)hexyl isothiocyanate,,"6-(Methylsulfinyl)hexyl isothiocyanate (6-MSITC) is a bioactive ingredient present in wasabi, a popular pungent spice in Japan.",butter|foodb_non_scientific,1,wasabi,75806.0,506210.0,Wasabi,Herbs and Spices,Spices,FOOD00498
140,1020,634,642,cinnamon,612,632,allyl isothiocyanate,,"There were 5 different products (allyl isothiocyanate, cinnamon Chinese cassia, cinnamon OR, oregano and red thyme) that showed high antimicrobial activity against all tested bacteria.",butter|foodb_non_scientific,0,cinnamon,13428.0,18174.0,Cinnamon,Herbs and Spices,Spices,FOOD00572
141,1163,252,261,dandelion,282,290,phenolic compounds,,"Dandelion is a rich source of phenolic compounds with strong biological properties, and the effects of using this plant in the treatment of different illnesses can be linked to the presence of various polyphenols found in the different parts of the plant.",butter|foodb_non_scientific,1,dandelion,50225.0,36213.0,Dandelion,Herbs and Spices,Herbs,FOOD00181
142,1399,82,91,beverages,0,12,Anthocyanins,,Anthocyanins are present in human diet due to their wide occurrence in fruits and beverages.,butter|foodb_non_scientific,1,beverages,,,Beverages,Beverages,Beverages,FOOD00870
143,6552,111,120,beverages,0,11,Anthocyanin,,Anthocyanin-rich purple corn pericarp water extract (PCW) has the potential to be used as a natural pigment in beverages.,butter|foodb_non_scientific,0,beverages,,,Beverages,Beverages,Beverages,FOOD00870
144,6682,119,128,beverages,6,15,Ciocalteu,,"Folin-Ciocalteu colorimetric assay (FC) is the most widely used assay to estimate the total phenolic content in foods, beverages, herbs and other plant extracts, but many chemical compounds may act as interfering agents, producing inaccurate estimations of the real concentration of phenolic compounds in the matrix.",butter|foodb_non_scientific,0,beverages,,,Beverages,Beverages,Beverages,FOOD00870
145,6816,186,195,beverages,89,94,Folin,,"The Folin quantitation method can determine both free and total polyphenol antioxidants in foods and beverages as described, as well as botanical extracts.",butter|foodb_non_scientific,0,beverages,,,Beverages,Beverages,Beverages,FOOD00870
146,7207,25,34,beverages,14,21,ethanol,,The amount of ethanol in beverages has been quantified by density and infrared spectroscopy methods.,butter|foodb_non_scientific,1,beverages,,,Beverages,Beverages,Beverages,FOOD00870
147,271,1106,1115,beverages,1063,1071,geraniol,CIDs00637566;CIDs00004458,"Furthermore, geraniol, which is used as a flavoring for beverages, candies, ice creams, and baked goods and congeners (citral and nerol), may be useful for managing populations of T. putrescentiae.",butter|foodb_non_scientific,0,beverages,,,Beverages,Beverages,Beverages,FOOD00870
148,1411,43,52,olive oil,0,14,Hydroxytyrosol,,Hydroxytyrosol (HT) and its derivatives in olive oil protect low-density lipoproteins (LDL) against oxidation.,butter|foodb_non_scientific,1,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
149,3165,62,71,olive oil,104,112,phenolic compounds,,"Bitterness and pungency, sensory quality attributes of virgin olive oil, are related to the presence of phenolic compounds.",butter|foodb_non_scientific,1,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
150,3989,110,119,olive oil,57,65,phenolic compounds,,"To date, several in vitro and in vivo studies have shown phenolic compounds occurring naturally in olives and olive oil to be beneficial to human health due to their interaction with intracellular signaling pathways.",butter|foodb_non_scientific,1,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
151,4604,287,296,olive oil,236,261,polyphenol hydroxytyrosol,,"The polyphenol hydroxytyrosol (HT) which is present in olive oil and red wine, is regarded to be partly responsible for the beneficial effects associated with olive oil consumption and has shown antiatherogenic activity in vitro and in vivo.",butter|foodb_non_scientific,1,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
152,6206,23,32,olive oil,86,100,hydroxytyrosol,,"The health benefits of olive oil are attributed to their bioactive compounds, such as hydroxytyrosol.",butter|foodb_non_scientific,1,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
153,6480,94,103,olive oil,0,9,Polymerin,,"Polymerin is a humic acid-like polymer, which we previously recovered for the first time from olive oil mill waste waters (OMWW) only, and chemically and physicochemically characterized.",butter|foodb_non_scientific,0,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
154,7002,474,483,olive oil,445,456,acetic acid,,"Distilled water, 3% acetic acid, 10% ethanol and olive oil are used as stimulants of foodstuffs.",butter|foodb_non_scientific,0,olive oil,,,,Herbs and Spices,Oilseed crops,FOOD00909
155,1467,259,267,red wine,158,170,anthocyanins,,"Major sources of anthocyanins are blueberries, cherries, raspberries, strawberries, black currants, purple grapes and red wine.",butter|foodb_non_scientific,1,red wine,,,,Beverages,Fermented beverages,FOOD00911
156,3230,106,114,red wine,0,11,Resveratrol,,"Resveratrol (3,5,4'-trihydroxystilbene) is a natural compound that can be found in high concentrations in red wine and in many typical foods found in human diet.",butter|foodb_non_scientific,1,red wine,,,,Beverages,Fermented beverages,FOOD00911
157,4617,977,985,red wine,867,877,vitamin C.,,Both lipid peroxidation and cooxidation of vitamin E and beta-carotene were inhibited at pH 3.0 by red wine polyphenols.,butter|foodb_non_scientific,0,red wine,,,,Beverages,Fermented beverages,FOOD00911
158,6044,153,161,red wine,112,123,Resveratrol,,Resveratrol is a natural polyphenol from red wine which may be beneficial to the cardiovascular system.,butter|foodb_non_scientific,1,red wine,,,,Beverages,Fermented beverages,FOOD00911
159,6388,0,8,red wine,45,56,polyphenols,,"Red wine contains many potentially bioactive polyphenols including resveratrol, catechins, anthocyanins and flavonoids as well as tannins derived from oak during maturation.",butter|foodb_non_scientific,1,red wine,,,,Beverages,Fermented beverages,FOOD00911
160,1502,32,38,carrot,0,10,β-Carotene,,"β-Carotene, abundant majorly in carrot, pink guava yams, spinach, kale, sweet potato, and palm oil, is an important nutrient for human health due to its scavenging action upon reactive free radicals wherever produced in the body.",butter|foodb_non_scientific,1,carrot,79200.0,524846.0,Carrot,Vegetables,Root vegetables,FOOD00245
161,5976,835,841,carrot,961,962,Le(a)-carrying N-glycans,,"Apple, asparagus, avocado, banana, carrot, celery, hazelnut, kiwi, onion, orange, pear, pignoli, strawberry, and walnut were particularly rich in Le(a)-carrying N-glycans.",butter|foodb_non_scientific,1,carrot,79200.0,524846.0,Carrot,Vegetables,Root vegetables,FOOD00245
162,1541,13,19,banana,117,128,fatty acids,,Mature green banana (GB) fruit is rich in amylase-resistant starch that stimulates colonic production of short-chain fatty acids (referred to as fatty acid) and is useful in treating diarrheal diseases.,butter|foodb_non_scientific,0,banana,4641.0,42390.0,Banana,Fruits,Tropical fruits,FOOD00208
163,1612,141,146,grape,0,7,Calcium,,"Calcium supplements have increasingly been used at pre- and post-harvest stages for improving fruit firmness, but elevated calcium levels in grape cells were shown to reduce total anthocyanin content.",butter|foodb_non_scientific,0,grape,3603.0,28606.0,Grape,Fruits,Berries,FOOD00369
164,3062,0,5,grape,43,55,polyphenolic,,"Grape (Vitis vinifera) accumulates various polyphenolic compounds, which protect against environmental stresses, including ultraviolet-C (UV-C) light and pathogens.",butter|foodb_non_scientific,1,grape,3603.0,28606.0,Grape,Fruits,Berries,FOOD00369
165,5878,81,86,grape,57,64,tannins,,"Binding parameters for the interactions of four types of tannins: tea catechins, grape seed proanthocyanidins, mimosa 5-deoxy proanthocyanidins, and sorghum procyanidins (mDP=17), with gelatin and bovine serum albumin (BSA) have been determined from isothermal titration calorimetry data.",butter|foodb_non_scientific,0,grape,3603.0,28606.0,Grape,Fruits,Berries,FOOD00369
166,812,204,209,grape,55,62,methane,CIDs00000297,"Ruminants produce large amounts of the greenhouse gas, methane, which can be reduced by supplementing feed with products that contain anti-methanogenic compounds, such as the solid winemaking by-product, grape marc.",butter|foodb_non_scientific,0,grape,3603.0,28606.0,Grape,Fruits,Berries,FOOD00369
167,433,0,5,grape,79,91,procyanidins,CIDs00108065,"Grape juice processing by-products, grape seed and pomace are a rich source of procyanidins, compounds that may afford protection against chronic disease.",butter|foodb_non_scientific,1,grape,3603.0,28606.0,Grape,Fruits,Berries,FOOD00369
168,1628,620,629,green tea,824,833,monoamine,,"The complementary use of green tea (Camellia sinensis), red wine (Vitis vinifera), arctic root (Rhodiola rosea), and dwarf periwinkle (Vinca minor) may have a greater therapeutic effect than current pharmaceutical drugs, such as monoamine oxidase inhibitors or dopamine agonists alone.",butter|foodb_non_scientific,0,green tea,,,,Teas,Teas,FOOD00908
169,3382,6,9,green tea,79,88,catechins,,Green tea is a popular beverage that is rich in polyphenolic compounds such as catechins.,butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
170,3941,201,204,green tea,147,155,Catechin,,Catechin is a polyphenolic antioxidant found in green tea.,butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
171,4463,70,73,green tea,0,26,Epigallocatechin-3-gallate,,"Epigallocatechin-3-gallate (EGCG), a major active polyphenol of green tea, has been shown to downregulate inflammatory responses in macrophages; however, the underlying mechanism has not been understood.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
172,4532,323,332,green tea,221,232,Polyphenols,,"Polyphenols are a family of chemicals found in food and beverages derived from plants, such as cocoa, green tea, turmeric, and soya, as well as in medicinal herbs.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
173,6171,343,346,green tea,351,362,theaflavins,,"In this study, epicatechins in green tea and theaflavins in black tea were found to be able to reduce the concentration of MGO in physiological phosphate buffer conditions.",butter|foodb_non_scientific,0,green tea,,,,Teas,Teas,FOOD00908
174,6223,83,86,green tea,19,43,epigallocatechin gallate,,"In animal studies, epigallocatechin gallate (EGCG), the dominant catechin in green tea, has been shown to improve cholesterol metabolism.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
175,6303,169,178,green tea,232,241,catechins,,"Green tea which is rich in polyphenolic components such as the catechins, possesses a plenty of pharmacological activities, in particular an antibacterial effect.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
176,7200,6,9,green tea,85,93,caffeine,,"Green tea has been widely consumed for its mild flavors and its health benefits, yet caffeine in green tea has been a limitation for those who want to avoid it.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
177,7473,60,63,green tea,0,24,Epigallocatechin gallate,,"Epigallocatechin gallate (EGCG), the main catechin of green tea, is described to have potential health benefits in several fields like oncology, neurology or cardiology.",butter|foodb_non_scientific,1,green tea,,,,Teas,Teas,FOOD00908
178,1708,169,176,sorghum,251,262,polyphenols,,"One such food is sorghum (Sorghum bicolor), a cereal grain that contains varying concentrations of polyphenols.",butter|foodb_non_scientific,1,sorghum,4558.0,42108.0,Sorghum,Cereals and cereal products,Cereals,FOOD00177
179,3394,25,32,sorghum,155,164,aflatoxin,,"The staple crops, maize, sorghum, bambara nut, groundnut, and sunflower common in semi-arid agro-pastoral farming systems of central Tanzania are prone to aflatoxin contamination.",butter|foodb_non_scientific,0,sorghum,4558.0,42108.0,Sorghum,Cereals and cereal products,Cereals,FOOD00177
180,2190,0,5,honey,48,54,sugars,,"Honey is a natural sweetener composed mostly of sugars, but it contains also pollen grains, proteins, free amino acids, and minerals.",butter|foodb_non_scientific,1,honey,,,Honey,Confectioneries,Other confectioneries,FOOD00626
181,3345,29,34,honey,4,17,phenolic acid,,The phenolic acid profile of honey depends greatly on its botanical and geographical origin.,butter|foodb_non_scientific,0,honey,,,Honey,Confectioneries,Other confectioneries,FOOD00626
182,5725,0,5,honey,92,97,sugar,,"Honey is a natural sweetener, with an osmotic effect on microorganisms due to the increased sugar content and low amount of water.",butter|foodb_non_scientific,1,honey,,,Honey,Confectioneries,Other confectioneries,FOOD00626
183,7065,7,12,honey,119,133,"1,2-dicarbonyl",,"Manuka honey from New Zealand is known for its exceptional antibacterial activity, which is due to high amounts of the 1,2-dicarbonyl compound methylglyoxal (MGO).",butter|foodb_non_scientific,1,honey,,,Honey,Confectioneries,Other confectioneries,FOOD00626
184,3013,0,5,wheat,44,46,Cd,,"Wheat is one of the main sources of dietary Cd in northern China, and the reduction of Cd accumulation in wheat is of great significance for human health.",butter|foodb_non_scientific,1,wheat,4564.0,42236.0,Wheat,Cereals and cereal products,Cereals,FOOD00561
185,6258,214,219,wheat,160,172,provitamin A,,"Carotenoids in food can function as provitamin A in humans, while grains of Chinese elite wheat cultivars generally have low carotenoid contents.",butter|foodb_non_scientific,0,wheat,4564.0,42236.0,Wheat,Cereals and cereal products,Cereals,FOOD00561
186,3084,293,298,syrup,184,196,polyphenolic,,"This review summarizes the polyphenolic compounds that are contained in different carob parts (leaves, pod, seeds, barks) and products (syrup, flour, fiber).",butter|foodb_non_scientific,1,syrup,,,Syrup,Baking goods,Baking goods,FOOD00673
187,3222,142,150,amaranth,279,291,nicotiflorin,,Amaranth produces seeds that not only have substantial nutritional properties but that also contain phytochemical compounds as rutin and nicotiflorin and peptides with antihypertensive and anticarcinogenic activities.,butter|foodb_non_scientific,1,amaranth,3564.0,20715.0,Amaranth,Herbs and Spices,Herbs,FOOD00288
188,3243,409,415,shrimp,267,292,Perfluorooctane sulfonate,,"Perfluorooctane sulfonate (PFOS) was the predominant fluorochemical and was found in all 27 seafood samples, including fish, molluscs, crabs, shrimp, oysters, mussels, and clams.",butter|foodb_non_scientific,1,shrimp,6694.0,96106.0,Shrimp,Aquatic foods,Crustaceans,FOOD00533
189,6201,62,68,shrimp,70,81,cystatins B,,"In shrimp, cystatins B-like (CSTB-L) has not been characterized and its role in WSSV infection is largely unknown.",butter|foodb_non_scientific,0,shrimp,6694.0,96106.0,Shrimp,Aquatic foods,Crustaceans,FOOD00533
190,3245,42,48,almond,15,24,aflatoxin,,"In California, aflatoxin contamination of almond, fig, and pistachio has become a serious problem in recent years due to long periods of drought and probably other climatic changes.",butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
191,3302,6,15,mushrooms,92,105,ergothioneine,,"While mushrooms are the highest dietary source for the unique sulfur-containing antioxidant ergothioneine, little is known regarding levels of the major biological antioxidant glutathione.",butter|foodb_non_scientific,1,mushrooms,,,Mushrooms,Vegetables,Mushrooms,FOOD00853
192,3670,377,386,mushrooms,440,449,vitamin D,,"Vitamin D is produced in the human body by the skin after sunlight absorption, but as human lifestyles change, so does the time of exposure to sunlight, necessitating dietary supplementation of vitamin D. Mushrooms have the advantages that they are the only source of vitamin D in the produce aisle and they are one of the few nonfortified food sources.",butter|foodb_non_scientific,1,mushrooms,,,Mushrooms,Vegetables,Mushrooms,FOOD00853
193,3867,40,49,mushrooms,92,104,1-octen-3-ol,,The most abundant volatile occurring in mushrooms and responsible for the mushroom odour is 1-octen-3-ol.,butter|foodb_non_scientific,1,mushrooms,,,Mushrooms,Vegetables,Mushrooms,FOOD00853
194,3340,0,7,cassava,17,38,cyanogenic glucosides,,Cassava contains cyanogenic glucosides which are hydrolysed by an enzyme linamarase to produce cyanohydrins which breakdown to toxic cyanide.,butter|foodb_non_scientific,1,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
195,3399,944,955,soybean oil,1147,1154,ethanol,,"In the ethanolysis of soybean oil, the PPL-SOY-CLEA yielded maximum fatty acid ethyl ester (FAEE) concentration around 12-fold higher than that achieved using soluble PPL (34 h reaction at 30°C, 300 rpm stirring, soybean oil/ethanol molar ratio of 1:5) with an enzyme load around 2-fold lower (very likely due to free enzyme inactivation).",butter|foodb_non_scientific,0,soybean oil,,,,Herbs and Spices,Oilseed crops,FOOD00914
196,3453,95,99,beer,0,14,Isoxanthohumol,,"Isoxanthohumol (IX) is a bioactive dietary prenylflavanone found in hops (Humulus lupulus L.), beer and nutraceuticals.",butter|foodb_non_scientific,1,beer,,,Beer,Beverages,Fermented beverages,FOOD00268
197,4416,66,70,beer,110,120,fatty acid,,The microbial composition of biofilms from different locations of beer bottling plants were compared based on fatty acid profiles and correlated with the product-spoiling potential of these biofilms.,butter|foodb_non_scientific,0,beer,,,Beer,Beverages,Fermented beverages,FOOD00268
198,6288,120,124,beer,186,192,sulfur,,"Specific applications to wine, beer, brandy, and tequila are described, and the determination of sulfur compounds, phosphate, L-malate, glycerol, fatty acids, phenolic compounds, and urate is included.",butter|foodb_non_scientific,0,beer,,,Beer,Beverages,Fermented beverages,FOOD00268
199,6899,182,186,beer,225,229,VDKs,,"Furthermore, generating sorghum beer with low levels of vicinal diketones (VDKs) is a permanent concern of brewers because of the wort's low amino acid content.",butter|foodb_non_scientific,0,beer,,,Beer,Beverages,Fermented beverages,FOOD00268
200,3468,107,115,flaxseed,0,32,Secoisolariciresinol diglucoside,,"Secoisolariciresinol diglucoside (SDG) is an important dietary lignan that is found at very high levels in flaxseed (1-4 %, w/w).",butter|foodb_non_scientific,1,flaxseed,4006.0,29226.0,Flax,Herbs and Spices,Oilseed crops,FOOD00101
201,3499,82,90,flaxseed,61,67,lignan,,The omega-3 polyunsaturated fatty acid (n-3 PUFA) as well as lignan components of flaxseed (FLX) can have beneficial effects.,butter|foodb_non_scientific,1,flaxseed,4006.0,29226.0,Flax,Herbs and Spices,Oilseed crops,FOOD00101
