,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
397,342,1116.0,1121.0,water,1243.0,1256.0,butyric acid),,"Chemical analysis of the maize silage showed that the biological additive caused an increase (P<0.05) in DM (dry matter), CP (crude protein), WSC (water soluble carbohydrates), LA (lactic acid), AA (acetic acid), ethanol, and a decrease (P<0.05) in the concentration of BA (butyric acid), N-NH3 and pH value in comparison with the control.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
398,343,1116.0,1121.0,water,1258.0,1263.0,N-NH3,,"Chemical analysis of the maize silage showed that the biological additive caused an increase (P<0.05) in DM (dry matter), CP (crude protein), WSC (water soluble carbohydrates), LA (lactic acid), AA (acetic acid), ethanol, and a decrease (P<0.05) in the concentration of BA (butyric acid), N-NH3 and pH value in comparison with the control.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
399,344,1433.0,1438.0,water,1640.0,1659.0,pyridoxal phosphate,CIDs00001051,"Several factors can contribute to the qualitative and quantitative profiles of BA's in Pecorino cheese such as environmental hygienic conditions, pH, salt concentration, water activity, fat content, pasteurization of milk, decarboxylase microorganisms, starter cultures, temperature and time of ripening, storage, part of the cheese (core, edge), and the presence of cofactor (pyridoxal phosphate, availability of aminases and deaminases).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
400,384,336.0,341.0,water,254.0,256.0,Hg,CIDs00023931,"Recent findings suggested that Hg accumulation may increase with increasing forage depth and pointed to the deep-water column as the origin of most Hg in marine biota, especially its organic methylmercury (MeHg) form.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
401,386,336.0,341.0,water,414.0,427.0,methylmercury,CIDs00006859;CIDs00007905,"Recent findings suggested that Hg accumulation may increase with increasing forage depth and pointed to the deep-water column as the origin of most Hg in marine biota, especially its organic methylmercury (MeHg) form.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
402,387,336.0,341.0,water,429.0,433.0,MeHg,CIDs00006859,"Recent findings suggested that Hg accumulation may increase with increasing forage depth and pointed to the deep-water column as the origin of most Hg in marine biota, especially its organic methylmercury (MeHg) form.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
403,407,427.0,432.0,water,480.0,494.0,methoxyflurane,CIDs00004116,"Both water consumption and urine volume were increased by methoxyflurane, possibly due to the nephrotoxic effect of fluoride, the concentration of which exceeded 50 micromolar in the sera of all exposed rats.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
404,408,427.0,432.0,water,538.0,546.0,fluoride,CIDs00014917,"Both water consumption and urine volume were increased by methoxyflurane, possibly due to the nephrotoxic effect of fluoride, the concentration of which exceeded 50 micromolar in the sera of all exposed rats.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
405,429,820.0,825.0,water,775.0,781.0,hexane,,"Accordingly, hexane, ethyl acetate, methanol and methanol-water (8:2, v-v) were used as extraction solvents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
406,430,820.0,825.0,water,783.0,796.0,ethyl acetate,,"Accordingly, hexane, ethyl acetate, methanol and methanol-water (8:2, v-v) were used as extraction solvents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
407,431,820.0,825.0,water,798.0,806.0,methanol,,"Accordingly, hexane, ethyl acetate, methanol and methanol-water (8:2, v-v) were used as extraction solvents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
408,438,206.0,211.0,water,79.0,97.0,phenylacetaldehyde,CIDs00000998,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
409,439,206.0,211.0,water,99.0,122.0,"2,6-dimethyl-5-heptenal",,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
410,440,206.0,211.0,water,124.0,132.0,linalool,CIDs00006549,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
411,441,206.0,211.0,water,138.0,153.0,trans-4-decenal,CIDs00061875,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
412,442,206.0,211.0,water,196.0,205.0,monoolein,CIDs05283468;CIDs00033022,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
413,443,206.0,211.0,water,262.0,268.0,H(II)),,"Four lipophilic food volatile molecules of different chemical characteristics, phenylacetaldehyde, 2,6-dimethyl-5-heptenal, linalool, and trans-4-decenal, were solubilized into binary mixtures of monoolein/water, facilitating the formation of reverse hexagonal (H(II))",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
414,464,757.0,762.0,water,797.0,808.0,ethyl ether,CIDs00003283;CIDs00000702,"The results indicated that the process of solvent extraction and the formation of the microcapsules would be accelerated by adding water-miscible organic solvents such as ethyl ether, acetone, ethyl acetate, or n-butanol into internal organic phase and external aqueous phase.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
415,465,757.0,762.0,water,810.0,817.0,acetone,CIDs00000180;CIDs00029251,"The results indicated that the process of solvent extraction and the formation of the microcapsules would be accelerated by adding water-miscible organic solvents such as ethyl ether, acetone, ethyl acetate, or n-butanol into internal organic phase and external aqueous phase.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
416,466,757.0,762.0,water,819.0,832.0,ethyl acetate,,"The results indicated that the process of solvent extraction and the formation of the microcapsules would be accelerated by adding water-miscible organic solvents such as ethyl ether, acetone, ethyl acetate, or n-butanol into internal organic phase and external aqueous phase.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
417,467,757.0,762.0,water,837.0,846.0,n-butanol,,"The results indicated that the process of solvent extraction and the formation of the microcapsules would be accelerated by adding water-miscible organic solvents such as ethyl ether, acetone, ethyl acetate, or n-butanol into internal organic phase and external aqueous phase.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
418,468,370.0,375.0,water,314.0,326.0,anthocyanins,,"Carotenoids isomerize and oxidize while anthocyanins undergo hydrolysis, nucleophilic attack of water, ring fission, and polymerization during thermal processing.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
419,469,957.0,962.0,water,923.0,929.0,iodine,CIDs05360629;CIDs00000807,"The predicted and experimentally determined biodiesel properties (density, kinematic viscosity, iodine value, cetane number, TAN, water content, total and free glycerol) were in accordance with international (ASTM D6751, EN 14214) and national (IS 15607) standards.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
420,470,957.0,962.0,water,937.0,943.0,cetane,CIDs00011006,"The predicted and experimentally determined biodiesel properties (density, kinematic viscosity, iodine value, cetane number, TAN, water content, total and free glycerol) were in accordance with international (ASTM D6751, EN 14214) and national (IS 15607) standards.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
421,471,957.0,962.0,water,952.0,955.0,TAN,,"The predicted and experimentally determined biodiesel properties (density, kinematic viscosity, iodine value, cetane number, TAN, water content, total and free glycerol) were in accordance with international (ASTM D6751, EN 14214) and national (IS 15607) standards.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
422,472,957.0,962.0,water,987.0,995.0,glycerol,CIDs00000753,"The predicted and experimentally determined biodiesel properties (density, kinematic viscosity, iodine value, cetane number, TAN, water content, total and free glycerol) were in accordance with international (ASTM D6751, EN 14214) and national (IS 15607) standards.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
423,485,176.0,181.0,water,134.0,138.0,BP-3,,"The widespread use of BP-3 has resulted in its release into the water environment, and hence its potential impact on aquatic ecosystem is of concern.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
424,497,270.0,275.0,water,240.0,249.0,estrogens,,"Contamination with antibiotics, estrogens and heavy metals in water environment and soil environment have also turn into an enormous threat to food safety.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
425,506,223.0,228.0,water,125.0,142.0,steroid estrogens,,"Worldwide, steroid estrogens including estrone, estradiol and estriol, pose serious threats to soil, plants, water resources and humans.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
426,507,223.0,228.0,water,153.0,160.0,estrone,CIDs00005870,"Worldwide, steroid estrogens including estrone, estradiol and estriol, pose serious threats to soil, plants, water resources and humans.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
427,508,223.0,228.0,water,162.0,171.0,estradiol,CIDs00068570;CIDs00005757,"Worldwide, steroid estrogens including estrone, estradiol and estriol, pose serious threats to soil, plants, water resources and humans.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
428,509,223.0,228.0,water,176.0,183.0,estriol,CIDs00005756,"Worldwide, steroid estrogens including estrone, estradiol and estriol, pose serious threats to soil, plants, water resources and humans.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
429,533,305.0,310.0,water,179.0,195.0,naphthenic acids,CIDs20849290,"During the extraction of bitumen from the oil sands in northeastern Alberta, Canada, naphthenic acids are released into the aqueous phase and these acids become the most toxic components in the process-affected water.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
430,564,761.0,766.0,water,672.0,675.0,AMB,CIDs05280965,"A key challenge in the manufacture and analysis of liposomal AMB was the drug substance's propensity to aggregate, with associated poor solubility in water and organic solvents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
431,574,247.0,252.0,water,227.0,234.0,choline,CIDs00000305,The mice were fed 3% dietary choline in drinking water for 8 weeks and displayed vascular dysfunction and liver damage (p < 0.01).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
432,575,70.0,75.0,water,62.0,69.0,sucrose,CIDs00005988,The nature of various molecular interactions occurring in the sucrose-water system and the structure of the aqueous solution are outlined briefly.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
433,600,258.0,263.0,water,206.0,214.0,hydrogen,CIDs05362549;CIDs00000783,"The existence of ions has a negligible disturbance to the hydrogen bond structures and rotational mobility of water beyond the first ion solvation shells, which is suggested by the local hydrogen bond structures and the rotation times of water.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
434,673,242.0,247.0,water,208.0,216.0,Naloxone,CIDs05284596,"Naloxone attenuated both food and water intake, but not latency to respond, indicating existence of functional opioid-sensitive feeding and drinking systems in this species.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
435,688,791.0,796.0,water,741.0,753.0,penicillin G,CIDs00005904,"The fluorescence intensity of the biosensor increases with the concentration of antibiotics or inhibitors, which can detect penicillin G at concentrations as low as 50 nM in water.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
436,750,548.0,553.0,water,514.0,542.0,ω-hydroxyundec- 9-enoic acid,,Extraction of RA and ω-hydroxyundec- 9-enoic acid with water containing 100 mM Tween 80 showed 90.4-99.9% relative extraction efficiency and 2-7%CV compared with those with hydrophobic ethyl acetate.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
437,751,548.0,553.0,water,572.0,580.0,Tween 80,CIDs05281955,Extraction of RA and ω-hydroxyundec- 9-enoic acid with water containing 100 mM Tween 80 showed 90.4-99.9% relative extraction efficiency and 2-7%CV compared with those with hydrophobic ethyl acetate.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
438,752,548.0,553.0,water,678.0,691.0,ethyl acetate,,Extraction of RA and ω-hydroxyundec- 9-enoic acid with water containing 100 mM Tween 80 showed 90.4-99.9% relative extraction efficiency and 2-7%CV compared with those with hydrophobic ethyl acetate.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
439,784,18.0,23.0,water,36.0,44.0,nitrogen,,Quantifying plant water content and nitrogen levels and determining water and nitrogen phenotypes is important for crop management and achieving optimal yield and quality.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
440,806,380.0,385.0,water,394.0,400.0,sugars,,"However, molasses has not been properly characterized in the literature; its description has been limited to the type (sugarcane or beet) or to the amount of dry matter (DM), total or water-soluble sugars, crude protein, and ash.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
441,820,133.0,138.0,water,0.0,17.0,Crassulacean acid,,"Crassulacean acid metabolism (CAM) is a specialized mode of photosynthesis that features nocturnal CO2 uptake, facilitates increased water-use efficiency (WUE), and enables CAM plants to inhabit water-limited environments such as semi-arid deserts or seasonally dry forests.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
442,821,133.0,138.0,water,99.0,102.0,CO2,CIDs00000280,"Crassulacean acid metabolism (CAM) is a specialized mode of photosynthesis that features nocturnal CO2 uptake, facilitates increased water-use efficiency (WUE), and enables CAM plants to inhabit water-limited environments such as semi-arid deserts or seasonally dry forests.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
443,831,1409.0,1414.0,water,1439.0,1449.0,glyphosate,CIDs00003496,"The core regulations for protecting food security and water quality from the use of glyphosate are based on its residual limits and standards under the authorization of the Food Sanitation Management Act (FSMA) and the Water Pollution Control Act (WPCA), respectively.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
444,841,57.0,62.0,water,127.0,134.0,arsenic,CIDs05359596,"Among nonoccupationally exposed U.S. residents, drinking water and diet are considered primary exposure pathways for inorganic arsenic (iAs).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
445,842,57.0,62.0,water,136.0,139.0,iAs,CIDs00078017,"Among nonoccupationally exposed U.S. residents, drinking water and diet are considered primary exposure pathways for inorganic arsenic (iAs).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
446,897,322.0,327.0,water,296.0,304.0,HPMCP-55,,"The optimal QESD contained enteric polymer HPMCP-55, plasticizer and water-soluble polymer copovidone VA64.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
447,898,322.0,327.0,water,344.0,359.0,copovidone VA64,,"The optimal QESD contained enteric polymer HPMCP-55, plasticizer and water-soluble polymer copovidone VA64.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
448,917,341.0,346.0,water,430.0,441.0,glutathione,,"In this article, we report on an easy-to-synthesize and water-soluble fluorescent probe separated from the typical Maillard reaction products of glutathione and ascorbic acid, with excellent stability and high quantum yield (18.2%).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
449,918,341.0,346.0,water,446.0,459.0,ascorbic acid,CIDs11020241;CIDs09888239,"In this article, we report on an easy-to-synthesize and water-soluble fluorescent probe separated from the typical Maillard reaction products of glutathione and ascorbic acid, with excellent stability and high quantum yield (18.2%).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
450,950,636.0,641.0,water,674.0,682.0,hydrogen,CIDs05362549;CIDs00000783,The water molecules became linked through hydrogen bonds to the exposed hydroxyl group of amorphous SGRS as determined by Near Infrared (NIR) spectroscopy.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
451,951,636.0,641.0,water,704.0,712.0,hydroxyl,,The water molecules became linked through hydrogen bonds to the exposed hydroxyl group of amorphous SGRS as determined by Near Infrared (NIR) spectroscopy.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
452,959,47.0,52.0,water,0.0,20.0,Bromodichloromethane,CIDs00006359,Bromodichloromethane (BDCM) is a by-product of water chlorination and is the second most common trihalomethane (THM) in finished drinking water.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
453,977,470.0,475.0,water,437.0,442.0,PPCPs,,"All the targeted PPCPs were detected in filtrated water, and seventeen PPCPs were detected in the colloid, sediment and suspended particulate matter (SPM).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
454,984,426.0,431.0,water,318.0,321.0,ZON,CIDs05281576,"Here, we report the occurrence of ZON on F. graminearum infected wheat and maize fields in crop organs and soil and its emission via drainage water.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
455,1010,8.0,13.0,water,15.0,23.0,hydrogen,,Mineral water--hydrogen carbonat-calcium naturally sparkling water--containing arsenic in concentration above 0.01 mg/dm3 was ozonated.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
456,1011,8.0,13.0,water,24.0,32.0,carbonat,,Mineral water--hydrogen carbonat-calcium naturally sparkling water--containing arsenic in concentration above 0.01 mg/dm3 was ozonated.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
457,1012,8.0,13.0,water,33.0,40.0,calcium,CIDs00000271,Mineral water--hydrogen carbonat-calcium naturally sparkling water--containing arsenic in concentration above 0.01 mg/dm3 was ozonated.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
458,1013,8.0,13.0,water,79.0,86.0,arsenic,CIDs05359596,Mineral water--hydrogen carbonat-calcium naturally sparkling water--containing arsenic in concentration above 0.01 mg/dm3 was ozonated.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
459,1024,319.0,324.0,water,191.0,201.0,glyphosate,CIDs00003496,"Soil and sediment contaminated with glyphosate, paraquat, and other environmental toxins can be mobilized and redistributed to lawns, vegetable gardens, parks, and water supplies in vulnerable communities at the site of disasters such as hurricanes and flooding.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
460,1025,319.0,324.0,water,203.0,211.0,paraquat,CIDs00015938,"Soil and sediment contaminated with glyphosate, paraquat, and other environmental toxins can be mobilized and redistributed to lawns, vegetable gardens, parks, and water supplies in vulnerable communities at the site of disasters such as hurricanes and flooding.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
461,1026,682.0,687.0,water,701.0,708.0,allicin,CIDs00065036,"It is found that at a pH below 2.4 and at boiling water temperature, allicin produces sulfur dioxide in adequate quantity to explain the false-positive results when utilizing the optimized Monier-Williams method with allicin suppression for unsulfited dried garlic samples.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
462,1027,682.0,687.0,water,718.0,732.0,sulfur dioxide,CIDs00001119,"It is found that at a pH below 2.4 and at boiling water temperature, allicin produces sulfur dioxide in adequate quantity to explain the false-positive results when utilizing the optimized Monier-Williams method with allicin suppression for unsulfited dried garlic samples.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
463,1062,100.0,105.0,water,26.0,34.0,fructose,CIDs00439709,"Levan is a homopolymer of fructose with many outstanding properties like high solubility in oil and water, strong adhesiveness, good biocompatibility, and film-forming ability.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
464,1090,0.0,5.0,water,16.0,29.0,arabinoxylans,,Water-extracted arabinoxylans (WEAXs) of different varieties and structures have important effects on wheat end products.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
465,1106,34.0,39.0,water,0.0,8.0,Chlorine,CIDs05360523;CIDs00024526,Chlorine disinfection to drinking water plays an important role in preventing and controlling waterborne disease outbreaks globally.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
466,1115,705.0,710.0,water,714.0,724.0,K 3[Fe(CN),,"Some of the compounds exhibited inhibitory properties in the micromolar range against basal and phosphorylating electron flow from water to K 3[Fe(CN) 6], with no effect on uncoupled electron flow.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
467,1116,705.0,710.0,water,716.0,728.0,"3[Fe(CN) 6],",,"Some of the compounds exhibited inhibitory properties in the micromolar range against basal and phosphorylating electron flow from water to K 3[Fe(CN) 6], with no effect on uncoupled electron flow.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
468,1124,270.0,275.0,water,111.0,114.0,TCS,,"Due to its highly effective antimicrobial, TCS has been widely applied in personal-care products, which naturally poses a potential risk to the ecological system and human health since its release into water-ecological environment.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
469,1137,513.0,518.0,water,479.0,482.0,DES,,"Nevertheless, the extraction process is affected by several factors: affinity between DES and the target compounds, the water content, the mole ratio between DES' starting molecules, the liquid/solid ratio between the DES and sample, and the conditions and extraction method.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
470,1176,20.0,25.0,water,0.0,7.0,Arsenic,CIDs05359596,Arsenic in drinking water may cause major deleterious health impacts including death.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
471,1195,1658.0,1663.0,water,1632.0,1633.0,C,,"The mature decomposed litter had lower C/N ratios (11.3-24.8:1), water-soluble carbon (0.30-0.58%), water-soluble carbohydrates (0.35-0.71%) and larger cation exchange capacity/total organic carbon ratios than the values in the parent forest litter.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
472,1196,1658.0,1663.0,water,1634.0,1635.0,N,,"The mature decomposed litter had lower C/N ratios (11.3-24.8:1), water-soluble carbon (0.30-0.58%), water-soluble carbohydrates (0.35-0.71%) and larger cation exchange capacity/total organic carbon ratios than the values in the parent forest litter.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
473,1197,1658.0,1663.0,water,1672.0,1678.0,carbon,,"The mature decomposed litter had lower C/N ratios (11.3-24.8:1), water-soluble carbon (0.30-0.58%), water-soluble carbohydrates (0.35-0.71%) and larger cation exchange capacity/total organic carbon ratios than the values in the parent forest litter.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
474,1198,1658.0,1663.0,water,1707.0,1720.0,carbohydrates,,"The mature decomposed litter had lower C/N ratios (11.3-24.8:1), water-soluble carbon (0.30-0.58%), water-soluble carbohydrates (0.35-0.71%) and larger cation exchange capacity/total organic carbon ratios than the values in the parent forest litter.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
475,1208,1205.0,1210.0,water,1060.0,1064.0,iron,CIDs00023925,"Most of the iron, copper, and arsenic occur as immobile fraction (i.e. residual) followed by its presence in reducible fraction and would pose threat to the water quality due to changing redox conditions.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
476,1209,1205.0,1210.0,water,1066.0,1072.0,copper,,"Most of the iron, copper, and arsenic occur as immobile fraction (i.e. residual) followed by its presence in reducible fraction and would pose threat to the water quality due to changing redox conditions.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
477,1210,1205.0,1210.0,water,1078.0,1085.0,arsenic,,"Most of the iron, copper, and arsenic occur as immobile fraction (i.e. residual) followed by its presence in reducible fraction and would pose threat to the water quality due to changing redox conditions.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
478,1214,108.0,113.0,water,0.0,25.0,Di(2-ethylhexyl)phthalate,CIDs00008343;CIDs19752116,"Di(2-ethylhexyl)phthalate (DEHP), is a toxic environmental pollutant in our life which can contaminate air, water, and soil.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
479,1216,310.0,315.0,water,244.0,250.0,oxygen,CIDs00000977,The dye-based oxygen indicator film suffers from dye leaching upon contact with water.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
480,1219,294.0,299.0,water,393.0,397.0,AITC,CIDs00005971,"Since water is a substrate in the reaction, humidity from the air can be used to activate the release of AITC from mustard seed.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
481,1230,400.0,405.0,water,412.0,419.0,mercury,CIDs00023931,"No significant differences were found for either sediment solid or bulk water total mercury (THg) when the HERMES model was applied to the two Ontario lakes, regardless of whether all available data were altered during application or only the 10 variables that tend to cause the most variation in model output (i.e., concentration of THg in atmosphere, water inflow THg concentration, water inflow rate, water volume, surface area, mean depth, suspended particulate matter concentration, settling rate of solids in water column, water temperature, and precipitation rate).",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
482,1237,627.0,632.0,water,533.0,555.0,perfluorobutanoic acid,CIDs00009777,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
483,1238,627.0,632.0,water,557.0,561.0,PFBA,,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
484,1239,627.0,632.0,water,567.0,589.0,perfluorooctanoic acid,CIDs00009554,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
485,1240,627.0,632.0,water,591.0,595.0,PFOA,CIDs00009554,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
486,1241,627.0,632.0,water,646.0,670.0,perfluorooctane sufonate,,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
487,1242,627.0,632.0,water,672.0,676.0,PFOS,,"Results showed that perfluorobutanoic acid (PFBA) and perfluorooctanoic acid (PFOA) were the predominant PFASs in water phase, while perfluorooctane sufonate (PFOS) contributed most to the sum of target PFASs in sediments and marine organisms.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
488,1271,1507.0,1512.0,water,1547.0,1550.0,DDT,,"Some of these problems are soil erosion from mechanization, water salinization from irrigation, accumulation of DDT in food and water and animal life from pesticide use, and water pollution from chemical fertilizers.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
489,1276,1377.0,1382.0,water,1285.0,1294.0,flavonoid,,The possibility of using flavonoid aglycones is often limited by their low bioavailability due to poor solubility in water.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
